IDAtributoQuestionario;IDIndicadorEspecificoQuestionario;DSAtributoQuestionario;NOAtributoQuestionario;NRPeso
6612;1461;Atende três dos planos/programas listados abaixo.;N3;4,164002384
6613;1461;Atende dois dos planos/programas listados abaixo.;N2;1,205075837
6614;1461;Atende um dos planos/programas listados abaixo.;N1;0
6616;1462;Nenhum acidente ambiental ocorrido no último período de avaliação;N5;4,404092577
6617;1462;Categoria 4 - na matriz de acidentes ambientais;N4;1,62621382
6618;1462;Categoria 3 - na matriz de acidentes ambientais;N3;0,907212364
6619;1462;Categoria 2 - na matriz de acidentes ambientais;N2;0,191263223
6620;1462;Categoria 1 - na matriz de acidentes ambientais;N1;0
6621;1463;Atende todas as opções listadas.;N5;11,05
6622;1463;Atende ao item A e mais duas das opções listadas (B, C ou D).;N4;6,369456131
6623;1463;Atende ao item A e mais uma das opções listadas (B, C ou D).;N3;3,498542077
6624;1463;Atende ao item A.;N2;1,01248946
6625;1463;Não atende ao quesito retirada de resíduos dos navios na instalação portuária.;N1;0
6628;1464;Atende todas as opções listadas.;N3;1,773439708
6629;1464;Atende duas das opções listadas.;"N2 ";0,65
6630;1464;Não atende qualquer das opções listadas.;N1;0
6631;1465;Sim, utilizada em atividades operacionais e administrativas.;N3;0,53062068
6632;1465;Sim, utilizada somente em atividades administrativas.;N2;0,193079303
6633;1465;Não há geração de energia limpa e renovável pela instalação portuária.;N1;0
6634;1466;Dispõe de sistema OPS.;N3;0,211685277
6635;1466;Realizou estudo de viabilidade para implantação de um sistema OPS.;N2;0,087405917
6636;1466;Não possui sistema OPS.;N1;0
6637;1467;Atende quatro ou mais das opções listadas.;N5;7,179028756
6638;1467;Atende três das opções listadas.;N4;3,7
6639;1467;Atende duas das opções listadas.;N3;1,69
6640;1467;Atende uma das opções listadas.;N2;0,59
6641;1467;Não atende nenhuma das opções listadas.;N1;0
6643;1468;Atende ao N4 e possui adequada estruturação dos dados e facilidade de acesso.;N5;0,364069808
6644;1468;Mais de 23 dos itens listados.;N4;0,246927647
6645;1468;De 18 a 23 dos itens listados.;N3;0,10785806
6646;1468;De 12 a 17 dos itens listados.;N2;0,034126117
6647;1468;Até 11 dos itens listados.;N1;0
6648;1469;Há agenda ambiental local e há ações de implantação pela instalação portuária.;N3;1,783570522
6649;1469;Há agenda ambiental local, mas não há ações de implantação pela instalação portuária.;N2;0,238245778
6650;1469;Não foi elaborada agenda ambiental local.;N1;0
6651;1470;Há agenda ambiental institucional e há ações de implantação.;N3;0,958285627
6652;1470;Há agenda ambiental institucional, mas não há ações de implantação.;N2;0,128005875
6653;1470;Não foi elaborada agenda ambiental institucional.;N1;0
6654;1471;A instalação portuária possui duas ou mais certificações voluntárias.;N5;0,677610265
6655;1471;A instalação portuária possui uma certificação voluntária.;N4;0,259181098
6656;1471;Há certificação voluntária em processo de desenvolvimento.;N3;0,072105206
6657;1471;Há planejamento formal para requisição de certificação voluntária.;N2;0,027957791
6658;1471;Não atende a nenhuma das opções acima.;N1;0
6659;1472;Atende quatro as opções listadas.;N5;4,956450125
6660;1472;Atende três  das opções listadas.;N4;2,552180338
6661;1472;Atende duas das opções listadas.;N3;1,17
6662;1472;Atende uma das opções listadas.;N2;0,41
6663;1472;Não atende qualquer das opções listadas.;N1;0
6665;1473;Realizou quatro ou mais ações de promoção de saúde no último ano e publicou sua Política de Saúde e Segurança.;N5;0,826075021
6666;1473;Realizou três ações de promoção de saúde no último ano.;N4;0,47595551
6667;1473;Realizou duas ações de promoção de saúde no último ano.;N3;0,261427403
6668;1473;Realizou uma ação de promoção de saúde no último ano.;N2;0,075657941
6669;1473;Não realizou qualquer ação de promoção de saúde no último ano.;N1;0
6670;1474;Atende todas as opções listadas.;N5;1,652150042
6671;1474;Atende três das opções listadas.;N4;1,02
6672;1474;Atende duas das opções listadas.;N3;0,41
6673;1474;Atende uma das opções listadas.;N2;0,11
6674;1474;Não atende nenhuma das opções listadas.;N1;0
6676;1475;A instalação portuária executa um programa de monitoramento contínuo ou periódico da qualidade da água e possui o registro sistematizado das informações na forma de um banco de dados.;N5;2,463109649
6677;1475;A instalação portuária executa um programa de monitoramento contínuo ou periódico da qualidade da água, mas não possui o banco de dados;N4;0,823647994
6678;1475;A instalação portuária apenas promove estudos ou levantamentos esporádicos da qualidade da água para atender o licenciamento de obras específicas (dragagens, ampliações, novas estruturas).;N3;0,38227129
6679;1475;Não faz monitoramento ou promove estudos, mas possui dados secundários gerados por terceiros sem qualquer vínculo com a instalação portuária.;N2;0,132375982
6680;1475;A instalação portuária não conhece ou dispõe de qualquer informação sobre a qualidade da água do corpo hídrico.;N1;0
6681;1476;Atende N4 e o sistema de drenagem possui mecanismos de controle de poluição e/ou tratamento de efluentes (ex: gradeamento, tanque ou bacia de decantação, separador de água e óleo, estação de tratamento).;N5;0,404970051
6682;1476;Atende a opção N3 e realiza monitoramento da qualidade das águas pluviais.;N4;0,247696378
6683;1476;Atende a opção N2 e o porto possui planta atualizada do sistema de drenagem.;N3;0,156624752
6684;1476;Toda a área da instalação é atendida por sistema de drenagem de águas pluviais.;N2;0,068742829
6685;1476;Não atende qualquer uma das situações acima.;N1;0
6686;1477;Atende N2, além de possuir acompanhamento do consumo e indicadores de eficiência.;N3;0,998742028
6687;1477;Há pelo menos duas ações de redução ou reuso.;N2;0,232161534
6688;1477;Há apenas uma ou nenhuma ação de redução ou reuso.;N1;0
6689;1478;A instalação portuária nunca teve passivos ambientais ou teve passivos ambientais que já foram remediados.;N5;2,470679079
6690;1478;A instalação portuária realizou remediação parcial dos passivos existentes ou a remediação ainda está em curso.;N4;1,36965767
6691;1478;A instalação portuária realizou diagnóstico dos passivos ambientais, mas não tomou medidas de remediação.;N3;0,432806917
6692;1478;A instalação portuária contratou estudos ou tem diagnóstico de passivos em curso.;N2;0,144366684
6693;1478;A instalação portuária nunca fez diagnóstico de passivos ambientais.;N1;0
6694;1479;Atende todas as opções.;N5;1,101805927
6695;1479;Atende três das opções listadas (especificar).;N4;0,368436802
6696;1479;Atende duas das opções listadas (especificar).;N3;0,170998791
6697;1479;Atende uma das opções listadas (especificar).;N2;0,059214839
6698;1479;Não atende nenhuma das opções listadas.;N1;0
6700;1480;Foi feito inventário (ou mapa) com identificação das fontes e respectivos níveis de ruído e há monitoramento periódico.;N3;0,367268642
6701;1480;Foi feito inventário (ou mapa) com identificação das fontes e respectivos níveis de ruído, mas não há monitoramento periódico.;N2;0,106424822
6702;1480;Não atende a nenhuma das opções anteriores.;N1;0
6704;1481;A instalação portuária atende todas as opções listadas.;N5;7,964752347
6705;1481;Atende três das opções listadas.;N4;4,589011489
6706;1481;Atende duas das opções listadas.;N3;2,52059979
6707;1481;Atende uma das opções listadas.;N2;0,72946978
6708;1481;Não atende nenhuma das opções listadas.;N1;0
6709;1482;"Foi realizado o levantamento da biota (terrestre e aquática) E há  monitoramento de bioindicadores. ";N3;0,978458281
6710;1482;Foi realizado o levantamento da biota (terrestre e aquática) OU há monitoramento de bioindicadores.;N2;0,25785511
6711;1482;Não atende a nenhuma das opções anteriores.;N1;0
6712;1483;Atende N4 e ao final de cada trimestre, a instalação entrega à autoridade sanitária relatório descritivo das atividades de controle e monitoramento realizadas.;N5;2,935374843
6713;1483;A instalação portuária mantém atualizado o programa.;N4;1,691260229
6714;1483;A instalação portuária implantou o programa.;N3;0,928956092
6715;1483;A instalação portuária elaborou o programa, porém ainda não o implantou.;N2;0,268842915
6716;1483;A instalação portuária não elaborou o programa.;N1;0
6717;1484;Atende N2, realiza monitoramentos regulares e, em caso de presença de espécie exóticas/invasoras,  adota ações de controle e combate desses organismos.;N3;0,978458281
6718;1484;A instalação portuária já realizou levantamento de espécies aquáticas, procurando inclusive verificar a ocorrência de espécies exóticas/invasoras.;N2;0,356035959
6719;1484;A instalação ainda não realizou levantamento de espécies aquáticas exóticas/invasoras.;N1;0
6720;1485;A instalação portuária possui licença de operação válida e vigente, ou apresentou solicitação de renovação da licença dentro do prazo previsto pelo órgão ambiental.;N3;15,07224371
6721;1485;A instalação portuária ainda não possui licença de operação vigente, mas existe processo de licenciamento para regularização (o empreendedor já entregou ao órgão licenciador o estudo ambiental exigido e está aguardando manifestação do mesmo), ou entrou com pedido de renovação fora do prazo previsto.;N2;2,897060654
6722;1485;A instalação portuária não possui licença de operação vigente, nem entrou com pedido de licenciamento ou renovação.;N1;0
6727;1486;Acima do número mínimo de profissionais no Núcleo Ambiental.;N3;4,23787275
6728;1486;Possui o número mínimo de profissionais no Núcleo Ambiental.;N2;2,305298777
6729;1486;Abaixo do número mínimo de profissionais no Núcleo Ambiental.;N1;0
6730;1487;Mais de 50% dos funcionários participaram de treinamento/capacitação.;N3;2,090917833
6731;1487;Menos de 50% dos funcionários participaram de treinamento/capacitação.;N2;0,551023849
6732;1487;Não participaram de treinamento/capacitação ou não foi atingido o mínimo de horas/pessoa.;N1;0
6734;1488;A auditoria ambiental foi realizada até dois anos atrás.;N3;6,440173894
6735;1488;A auditoria ambiental foi realizada há mais de dois anos atrás.;N2;1,697192185
6736;1488;Nunca foi realizada auditoria ambiental.;N1;0
6737;1489;Existe banco de dados com atualização mínima semestral.;N3;1,965496457
6738;1489;Existe banco de dados, mas não há atualização mínima semestral.;N2;0,517971297
6739;1489;Não existe banco de dados.;N1;0
6740;1490;Atende todos os planos/programas listados abaixo.;N5;13,15768092
6741;1490;Atende quatro dos planos/programas listados abaixo.;N4;7,580995149
6742;1490;Atende três dos planos/programas listados abaixo.;N3;4,164002384
6743;1490;Atende dois dos planos/programas listados abaixo.;N2;1,205075837
6744;1490;Atende um dos planos/programas listados abaixo.;N1;0
6746;1491;Nenhum acidente ambiental ocorrido no último período de avaliação;N5;4,404092577
6747;1491;Categoria 4 - na matriz de acidentes ambientais;N4;1,62621382
6748;1491;Categoria 3 - na matriz de acidentes ambientais;N3;0,907212364
6749;1491;Categoria 2 - na matriz de acidentes ambientais;N2;0,191263223
6750;1491;Categoria 1 - na matriz de acidentes ambientais;N1;0
6751;1492;Atende todas as opções listadas.;N5;11,0549169
6752;1492;Atende ao item A e mais duas das opções listadas (B, C ou D).;N4;6,369456131
6753;1492;Atende ao item A e mais uma das opções listadas (B, C ou D).;N3;3,498542077
6754;1492;Atende ao item A.;N2;1,01248946
6755;1492;Não atende ao quesito retirada de resíduos dos navios na instalação portuária.;N1;0
6758;1493;Atende todas as opções listadas.;N3;1,773439708
6759;1493;Atende duas das opções listadas.;"N2 ";0,65
6760;1493;Não atende qualquer das opções listadas.;N1;0
6761;1494;Sim, utilizada em atividades operacionais e administrativas.;N3;0,53062068
6762;1494;Sim, utilizada somente em atividades administrativas.;N2;0,193079303
6763;1494;Não há geração de energia limpa e renovável pela instalação portuária.;N1;0
6764;1495;Dispõe de sistema OPS.;N3;0,211685277
6765;1495;Realizou estudo de viabilidade para implantação de um sistema OPS.;N2;0,087405917
6766;1495;Não possui sistema OPS.;N1;0
6767;1496;Atende quatro ou mais das opções listadas.;N5;7,179028756
6768;1496;Atende três das opções listadas.;N4;3,7
6769;1496;Atende duas das opções listadas.;N3;1,69
6770;1496;Atende uma das opções listadas.;N2;0,59
6771;1496;Não atende nenhuma das opções listadas.;N1;0
6773;1497;Atende ao N4 e possui adequada estruturação dos dados e facilidade de acesso.;N5;0,364069808
6774;1497;Mais de 23 dos itens listados.;N4;0,246927647
6775;1497;De 18 a 23 dos itens listados.;N3;0,10785806
6776;1497;De 12 a 17 dos itens listados.;N2;0,034126117
